NeuronA,NeuronB,Relatedness
ASIR,CEPDL,17.0
ASIR,CEPDR,19.0
ASIR,CEPVL,17.0
ASIR,CEPVR,15.0
ASIR,DA01,14.0
ASIR,DA02,16.0
ASIR,DA03,14.0
ASIR,DA04,16.0
ASIR,DA05,14.0
ASIR,DA06,16.0
ASIR,DA07,14.0
ASIR,DA08,14.0
ASIR,DA09,16.0
ASIR,DB01,16.0
ASIR,DB02,18.0
ASIR,DB03,14.0
ASIR,DB04,14.0
ASIR,DB05,16.0
ASIR,DB06,16.0
ASIR,DB07,14.0
ASIR,DD01,16.0
ASIR,DD02,14.0
ASIR,DD03,16.0
ASIR,DD04,14.0
ASIR,DD05,16.0
ASIR,DD06,14.0
ASIR,DVA,14.0
ASIR,DVB,17.0
ASIR,DVC,18.0
ASIR,FLPL,17.0
ASIR,FLPR,13.0
ASIR,HSNL,17.0
ASIR,HSNR,13.0
ASIR,IL1DL,19.0
ASIR,IL1DR,19.0
ASIR,IL1L,19.0
ASIR,IL1R,19.0
ASIR,IL1VL,19.0
ASIR,IL1VR,19.0
ASIR,IL2DL,18.0
ASIR,IL2DR,18.0
ASIR,IL2L,18.0
ASIR,IL2R,18.0
ASIR,IL2VL,18.0
ASIR,IL2VR,18.0
ASIR,LUAL,17.0
ASIR,LUAR,15.0
ASIR,OLLL,19.0
ASIR,OLLR,11.0
ASIR,OLQDL,19.0
ASIR,OLQDR,19.0
ASIR,OLQVL,17.0
ASIR,OLQVR,15.0
ASIR,PDA,14.0
ASIR,PDB,14.0
ASIR,PDEL,20.0
ASIR,PDER,16.0
ASIR,PHAL,16.0
ASIR,PHAR,14.0
ASIR,PHBL,17.0
ASIR,PHBR,13.0
ASIR,PHCL,20.0
ASIR,PHCR,16.0
ASIR,PLML,18.0
ASIR,PLMR,14.0
ASIR,PLNL,20.0
ASIR,PLNR,16.0
ASIR,PQR,18.0
ASIR,PVCL,17.0
ASIR,PVCR,15.0
ASIR,PVDL,21.0
ASIR,PVDR,17.0
ASIR,PVM,19.0
ASIR,PVNL,19.0
ASIR,PVNR,15.0
ASIR,PVPL,16.0
ASIR,PVPR,14.0
ASIR,PVQL,16.0
ASIR,PVQR,12.0
ASIR,PVR,18.0
ASIR,PVT,16.0
ASIR,PVWL,18.0
ASIR,PVWR,14.0
ASIR,RIAL,18.0
ASIR,RIAR,18.0
ASIR,RIBL,16.0
ASIR,RIBR,14.0
ASIR,RICL,17.0
ASIR,RICR,15.0
ASIR,RID,18.0
ASIR,RIFL,17.0
ASIR,RIFR,15.0
ASIR,RIGL,16.0
ASIR,RIGR,14.0
ASIR,RIH,14.0
ASIR,RIML,16.0
ASIR,RIMR,14.0
ASIR,RIPL,18.0
ASIR,RIPR,12.0
ASIR,RIR,14.0
ASIR,RIS,14.0
ASIR,RIVL,16.0
ASIR,RIVR,14.0
ASIR,RMDDL,18.0
ASIR,RMDDR,18.0
ASIR,RMDL,18.0
ASIR,RMDR,10.0
ASIR,RMDVL,18.0
ASIR,RMDVR,18.0
ASIR,RMED,18.0
ASIR,RMEL,18.0
ASIR,RMER,18.0
ASIR,RMEV,16.0
ASIR,RMFL,17.0
ASIR,RMFR,17.0
ASIR,RMGL,16.0
ASIR,RMGR,12.0
ASIR,RMHL,15.0
ASIR,RMHR,15.0
ASIR,SAADL,18.0
ASIR,SAADR,18.0
ASIR,SAAVL,16.0
ASIR,SAAVR,14.0
ASIR,SABD,16.0
ASIR,SABVL,17.0
ASIR,SABVR,15.0
ASIR,SDQL,19.0
ASIR,SDQR,15.0
ASIR,SIADL,16.0
ASIR,SIADR,14.0
ASIR,SIAVL,16.0
ASIR,SIAVR,14.0
ASIR,SIBDL,16.0
ASIR,SIBDR,14.0
ASIR,SIBVL,16.0
ASIR,SIBVR,14.0
ASIR,SMBDL,19.0
ASIR,SMBDR,19.0
ASIR,SMBVL,18.0
ASIR,SMBVR,18.0
ASIR,SMDDL,16.0
ASIR,SMDDR,14.0
ASIR,SMDVL,18.0
ASIR,SMDVR,18.0
ASIR,URADL,16.0
ASIR,URADR,18.0
ASIR,URAVL,16.0
ASIR,URAVR,14.0
ASIR,URBL,16.0
ASIR,URBR,6.0
ASIR,URXL,17.0
ASIR,URXR,19.0
ASIR,URYDL,18.0
ASIR,URYDR,18.0
ASIR,URYVL,16.0
ASIR,URYVR,14.0
ASIR,VA01,13.0
ASIR,VA02,19.0
ASIR,VA03,15.0
ASIR,VA04,19.0
ASIR,VA05,15.0
ASIR,VA06,19.0
ASIR,VA07,15.0
ASIR,VA08,19.0
ASIR,VA09,15.0
ASIR,VA10,19.0
ASIR,VA11,19.0
ASIR,VA12,15.0
ASIR,VB01,15.0
ASIR,VB02,14.0
ASIR,VB03,19.0
ASIR,VB04,15.0
ASIR,VB05,19.0
ASIR,VB06,15.0
ASIR,VB07,19.0
ASIR,VB08,15.0
ASIR,VB09,19.0
ASIR,VB10,15.0
ASIR,VB11,19.0
ASIR,VC01,14.0
ASIR,VC02,18.0
ASIR,VC03,14.0
ASIR,VC04,18.0
ASIR,VC05,14.0
ASIR,VD01,13.0
ASIR,VD02,14.0
ASIR,VD03,18.0
ASIR,VD04,14.0
ASIR,VD05,18.0
ASIR,VD06,14.0
ASIR,VD07,18.0
ASIR,VD08,14.0
ASIR,VD09,18.0
ASIR,VD10,14.0
ASIR,VD11,18.0
ASIR,VD12,18.0
ASIR,VD13,14.0
ASJL,ASJR,19.0
ASJL,ASKL,9.0
ASJL,ASKR,19.0
ASJL,AUAL,1.0
ASJL,AUAR,19.0
ASJL,AVAL,10.0
ASJL,AVAR,14.0
ASJL,AVBL,18.0
ASJL,AVBR,18.0
ASJL,AVDL,14.0
ASJL,AVDR,14.0
ASJL,AVEL,8.0
ASJL,AVER,18.0
ASJL,AVFL,20.0
ASJL,AVFR,21.0
ASJL,AVG,18.0
ASJL,AVHL,14.0
ASJL,AVHR,14.0
ASJL,AVJL,14.0
ASJL,AVJR,14.0
ASJL,AVKL,18.0
ASJL,AVKR,18.0
ASJL,AVL,18.0
ASJL,AVM,21.0
ASJL,AWAL,18.0
ASJL,AWAR,18.0
ASJL,AWBL,4.0
ASJL,AWBR,18.0
ASJL,AWCL,18.0
ASJL,AWCR,18.0
ASJL,BAGL,10.0
ASJL,BAGR,16.0
ASJL,BDUL,16.0
ASJL,BDUR,16.0
ASJL,CEPDL,19.0
ASJL,CEPDR,17.0
ASJL,CEPVL,19.0
ASJL,CEPVR,19.0
ASJL,DA01,18.0
ASJL,DA02,18.0
ASJL,DA03,18.0
ASJL,DA04,18.0
ASJL,DA05,18.0
ASJL,DA06,18.0
ASJL,DA07,18.0
ASJL,DA08,18.0
ASJL,DA09,18.0
ASJL,DB01,18.0
ASJL,DB02,16.0
ASJL,DB03,18.0
ASJL,DB04,18.0
ASJL,DB05,18.0
ASJL,DB06,18.0
ASJL,DB07,18.0
ASJL,DD01,18.0
ASJL,DD02,18.0
ASJL,DD03,18.0
ASJL,DD04,18.0
ASJL,DD05,18.0
ASJL,DD06,18.0
ASJL,DVA,18.0
ASJL,DVB,19.0
ASJL,DVC,18.0
ASJL,FLPL,19.0
ASJL,FLPR,19.0
ASJL,HSNL,19.0
ASJL,HSNR,19.0
ASJL,IL1DL,15.0
ASJL,IL1DR,15.0
ASJL,IL1L,15.0
ASJL,IL1R,15.0
ASJL,IL1VL,11.0
ASJL,IL1VR,17.0
ASJL,IL2DL,14.0
ASJL,IL2DR,14.0
ASJL,IL2L,14.0
ASJL,IL2R,14.0
ASJL,IL2VL,10.0
ASJL,IL2VR,16.0
ASJL,LUAL,19.0
ASJL,LUAR,19.0
ASJL,OLLL,7.0
ASJL,OLLR,19.0
ASJL,OLQDL,15.0
ASJL,OLQDR,15.0
ASJL,OLQVL,19.0
ASJL,OLQVR,19.0
ASJL,PDA,18.0
ASJL,PDB,20.0
ASJL,PDEL,22.0
ASJL,PDER,22.0
ASJL,PHAL,18.0
ASJL,PHAR,18.0
ASJL,PHBL,19.0
ASJL,PHBR,19.0
ASJL,PHCL,22.0
ASJL,PHCR,22.0
ASJL,PLML,20.0
ASJL,PLMR,20.0
ASJL,PLNL,22.0
ASJL,PLNR,22.0
ASJL,PQR,20.0
ASJL,PVCL,19.0
ASJL,PVCR,19.0
ASJL,PVDL,23.0
ASJL,PVDR,23.0
ASJL,PVM,21.0
ASJL,PVNL,21.0
ASJL,PVNR,21.0
ASJL,PVPL,18.0
ASJL,PVPR,18.0
ASJL,PVQL,18.0
ASJL,PVQR,18.0
ASJL,PVR,18.0
ASJL,PVT,18.0
ASJL,PVWL,20.0
ASJL,PVWR,20.0
ASJL,RIAL,14.0
ASJL,RIAR,14.0
ASJL,RIBL,18.0
ASJL,RIBR,18.0
ASJL,RICL,19.0
ASJL,RICR,19.0
ASJL,RID,14.0
ASJL,RIFL,19.0
ASJL,RIFR,19.0
ASJL,RIGL,18.0
ASJL,RIGR,18.0
ASJL,RIH,18.0
ASJL,RIML,18.0
ASJL,RIMR,18.0
ASJL,RIPL,12.0
ASJL,RIPR,18.0
ASJL,RIR,18.0
ASJL,RIS,18.0
ASJL,RIVL,18.0
ASJL,RIVR,18.0
ASJL,RMDDL,12.0
ASJL,RMDDR,16.0
ASJL,RMDL,8.0
ASJL,RMDR,18.0
ASJL,RMDVL,10.0
ASJL,RMDVR,16.0
ASJL,RMED,14.0
ASJL,RMEL,14.0
ASJL,RMER,14.0
ASJL,RMEV,18.0
ASJL,RMFL,19.0
ASJL,RMFR,19.0
ASJL,RMGL,18.0
ASJL,RMGR,18.0
ASJL,RMHL,19.0
ASJL,RMHR,19.0
ASJL,SAADL,10.0
ASJL,SAADR,16.0
ASJL,SAAVL,18.0
ASJL,SAAVR,18.0
ASJL,SABD,18.0
ASJL,SABVL,19.0
ASJL,SABVR,19.0
ASJL,SDQL,21.0
ASJL,SDQR,21.0
ASJL,SIADL,18.0
ASJL,SIADR,18.0
ASJL,SIAVL,18.0
ASJL,SIAVR,18.0
ASJL,SIBDL,18.0
ASJL,SIBDR,18.0
ASJL,SIBVL,18.0
ASJL,SIBVR,18.0
ASJL,SMBDL,13.0
ASJL,SMBDR,17.0
ASJL,SMBVL,12.0
ASJL,SMBVR,16.0
ASJL,SMDDL,18.0
ASJL,SMDDR,18.0
ASJL,SMDVL,10.0
ASJL,SMDVR,16.0
ASJL,URADL,18.0
ASJL,URADR,16.0
ASJL,URAVL,18.0
ASJL,URAVR,18.0
ASJL,URBL,18.0
ASJL,URBR,18.0
ASJL,URXL,19.0
ASJL,URXR,17.0
ASJL,URYDL,14.0
ASJL,URYDR,14.0
ASJL,URYVL,18.0
ASJL,URYVR,18.0
ASJL,VA01,19.0
ASJL,VA02,21.0
ASJL,VA03,21.0
ASJL,VA04,21.0
ASJL,VA05,21.0
ASJL,VA06,21.0
ASJL,VA07,21.0
ASJL,VA08,21.0
ASJL,VA09,21.0
ASJL,VA10,21.0
ASJL,VA11,21.0
ASJL,VA12,21.0
ASJL,VB01,21.0
ASJL,VB02,20.0
ASJL,VB03,21.0
ASJL,VB04,21.0
ASJL,VB05,21.0
ASJL,VB06,21.0
ASJL,VB07,21.0
ASJL,VB08,21.0
ASJL,VB09,21.0
ASJL,VB10,21.0
ASJL,VB11,21.0
ASJL,VC01,20.0
ASJL,VC02,20.0
ASJL,VC03,20.0
ASJL,VC04,20.0
ASJL,VC05,20.0
ASJL,VD01,19.0
ASJL,VD02,20.0
ASJL,VD03,20.0
ASJL,VD04,20.0
ASJL,VD05,20.0
ASJL,VD06,20.0
ASJL,VD07,20.0
ASJL,VD08,20.0
ASJL,VD09,20.0
ASJL,VD10,20.0
ASJL,VD11,20.0
ASJL,VD12,20.0
ASJL,VD13,20.0
ASJR,ASKL,19.0
ASJR,ASKR,9.0
ASJR,AUAL,19.0
ASJR,AUAR,1.0
ASJR,AVAL,18.0
ASJR,AVAR,18.0
ASJR,AVBL,16.0
ASJR,AVBR,14.0
ASJR,AVDL,18.0
ASJR,AVDR,18.0
ASJR,AVEL,18.0
ASJR,AVER,8.0
ASJR,AVFL,14.0
ASJR,AVFR,15.0
ASJR,AVG,14.0
ASJR,AVHL,18.0
ASJR,AVHR,18.0
ASJR,AVJL,18.0
ASJR,AVJR,18.0
ASJR,AVKL,16.0
ASJR,AVKR,14.0
ASJR,AVL,14.0
ASJR,AVM,15.0
ASJR,AWAL,16.0
ASJR,AWAR,10.0
ASJR,AWBL,18.0
ASJR,AWBR,4.0
ASJR,AWCL,16.0
ASJR,AWCR,14.0
ASJR,BAGL,18.0
ASJR,BAGR,18.0
ASJR,BDUL,18.0
ASJR,BDUR,18.0
ASJR,CEPDL,17.0
ASJR,CEPDR,19.0
ASJR,CEPVL,17.0
ASJR,CEPVR,15.0
ASJR,DA01,14.0
ASJR,DA02,16.0
ASJR,DA03,14.0
ASJR,DA04,16.0
ASJR,DA05,14.0
ASJR,DA06,16.0
ASJR,DA07,14.0
ASJR,DA08,14.0
ASJR,DA09,16.0
ASJR,DB01,16.0
ASJR,DB02,18.0
ASJR,DB03,14.0
ASJR,DB04,14.0
ASJR,DB05,16.0
ASJR,DB06,16.0
ASJR,DB07,14.0
ASJR,DD01,16.0
ASJR,DD02,14.0
ASJR,DD03,16.0
ASJR,DD04,14.0
ASJR,DD05,16.0
ASJR,DD06,14.0
ASJR,DVA,14.0
ASJR,DVB,17.0
ASJR,DVC,18.0
ASJR,FLPL,17.0
ASJR,FLPR,13.0
ASJR,HSNL,17.0
ASJR,HSNR,13.0
ASJR,IL1DL,19.0
ASJR,IL1DR,19.0
ASJR,IL1L,19.0
ASJR,IL1R,19.0
ASJR,IL1VL,19.0
ASJR,IL1VR,19.0
ASJR,IL2DL,18.0
ASJR,IL2DR,18.0
ASJR,IL2L,18.0
ASJR,IL2R,18.0
ASJR,IL2VL,18.0
ASJR,IL2VR,18.0
ASJR,LUAL,17.0
ASJR,LUAR,15.0
ASJR,OLLL,19.0
ASJR,OLLR,7.0
ASJR,OLQDL,19.0
ASJR,OLQDR,19.0
ASJR,OLQVL,17.0
ASJR,OLQVR,15.0
ASJR,PDA,14.0
ASJR,PDB,14.0
ASJR,PDEL,20.0
ASJR,PDER,16.0
ASJR,PHAL,16.0
ASJR,PHAR,14.0
ASJR,PHBL,17.0
ASJR,PHBR,13.0
ASJR,PHCL,20.0
ASJR,PHCR,16.0
ASJR,PLML,18.0
ASJR,PLMR,14.0
ASJR,PLNL,20.0
ASJR,PLNR,16.0
ASJR,PQR,18.0
ASJR,PVCL,17.0
ASJR,PVCR,15.0
ASJR,PVDL,21.0
ASJR,PVDR,17.0
ASJR,PVM,19.0
ASJR,PVNL,19.0
ASJR,PVNR,15.0
ASJR,PVPL,16.0
ASJR,PVPR,14.0
ASJR,PVQL,16.0
ASJR,PVQR,12.0
ASJR,PVR,18.0
ASJR,PVT,16.0
ASJR,PVWL,18.0
ASJR,PVWR,14.0
ASJR,RIAL,18.0
ASJR,RIAR,18.0
ASJR,RIBL,16.0
ASJR,RIBR,14.0
ASJR,RICL,17.0
ASJR,RICR,15.0
ASJR,RID,18.0
ASJR,RIFL,17.0
ASJR,RIFR,15.0
ASJR,RIGL,16.0
ASJR,RIGR,14.0
ASJR,RIH,14.0
ASJR,RIML,16.0
ASJR,RIMR,14.0
ASJR,RIPL,18.0
ASJR,RIPR,12.0
ASJR,RIR,14.0
ASJR,RIS,14.0
ASJR,RIVL,16.0
ASJR,RIVR,14.0
ASJR,RMDDL,18.0
ASJR,RMDDR,18.0
ASJR,RMDL,18.0
ASJR,RMDR,8.0
ASJR,RMDVL,18.0
ASJR,RMDVR,18.0
ASJR,RMED,18.0
ASJR,RMEL,18.0
ASJR,RMER,18.0
ASJR,RMEV,16.0
ASJR,RMFL,17.0
ASJR,RMFR,17.0
ASJR,RMGL,16.0
ASJR,RMGR,12.0
ASJR,RMHL,15.0
ASJR,RMHR,15.0
ASJR,SAADL,18.0
ASJR,SAADR,18.0
ASJR,SAAVL,16.0
ASJR,SAAVR,14.0
ASJR,SABD,16.0
ASJR,SABVL,17.0
ASJR,SABVR,15.0
ASJR,SDQL,19.0
ASJR,SDQR,15.0
ASJR,SIADL,16.0
ASJR,SIADR,14.0
ASJR,SIAVL,16.0
ASJR,SIAVR,14.0
ASJR,SIBDL,16.0
ASJR,SIBDR,14.0
ASJR,SIBVL,16.0
ASJR,SIBVR,14.0
ASJR,SMBDL,19.0
ASJR,SMBDR,19.0
ASJR,SMBVL,18.0
ASJR,SMBVR,18.0
ASJR,SMDDL,16.0
ASJR,SMDDR,14.0
ASJR,SMDVL,18.0
ASJR,SMDVR,18.0
ASJR,URADL,16.0
ASJR,URADR,18.0
ASJR,URAVL,16.0
ASJR,URAVR,14.0
ASJR,URBL,16.0
ASJR,URBR,10.0
ASJR,URXL,17.0
ASJR,URXR,19.0
ASJR,URYDL,18.0
ASJR,URYDR,18.0
ASJR,URYVL,16.0
ASJR,URYVR,14.0
ASJR,VA01,13.0
ASJR,VA02,19.0
ASJR,VA03,15.0
ASJR,VA04,19.0
ASJR,VA05,15.0
ASJR,VA06,19.0
ASJR,VA07,15.0
ASJR,VA08,19.0
ASJR,VA09,15.0
ASJR,VA10,19.0
ASJR,VA11,19.0
ASJR,VA12,15.0
ASJR,VB01,15.0
ASJR,VB02,14.0
ASJR,VB03,19.0
ASJR,VB04,15.0
ASJR,VB05,19.0
ASJR,VB06,15.0
ASJR,VB07,19.0
ASJR,VB08,15.0
ASJR,VB09,19.0
ASJR,VB10,15.0
ASJR,VB11,19.0
ASJR,VC01,14.0
ASJR,VC02,18.0
ASJR,VC03,14.0
ASJR,VC04,18.0
ASJR,VC05,14.0
ASJR,VD01,13.0
ASJR,VD02,14.0
ASJR,VD03,18.0
ASJR,VD04,14.0
ASJR,VD05,18.0
ASJR,VD06,14.0
ASJR,VD07,18.0
ASJR,VD08,14.0
ASJR,VD09,18.0
ASJR,VD10,14.0
ASJR,VD11,18.0
ASJR,VD12,18.0
ASJR,VD13,14.0
ASKL,ASKR,19.0
ASKL,AUAL,9.0
ASKL,AUAR,19.0
ASKL,AVAL,10.0
ASKL,AVAR,14.0
ASKL,AVBL,18.0
ASKL,AVBR,18.0
ASKL,AVDL,14.0
ASKL,AVDR,14.0
ASKL,AVEL,6.0
ASKL,AVER,18.0
ASKL,AVFL,20.0
ASKL,AVFR,21.0
ASKL,AVG,18.0
ASKL,AVHL,14.0
ASKL,AVHR,14.0
ASKL,AVJL,14.0
ASKL,AVJR,14.0
ASKL,AVKL,18.0
ASKL,AVKR,18.0
ASKL,AVL,18.0
ASKL,AVM,21.0
ASKL,AWAL,18.0
ASKL,AWAR,18.0
ASKL,AWBL,8.0
ASKL,AWBR,18.0
ASKL,AWCL,18.0
ASKL,AWCR,18.0
ASKL,BAGL,10.0
ASKL,BAGR,16.0
ASKL,BDUL,16.0
ASKL,BDUR,16.0
ASKL,CEPDL,19.0
ASKL,CEPDR,17.0
ASKL,CEPVL,19.0
ASKL,CEPVR,19.0
ASKL,DA01,18.0
ASKL,DA02,18.0
ASKL,DA03,18.0
ASKL,DA04,18.0
ASKL,DA05,18.0
ASKL,DA06,18.0
ASKL,DA07,18.0
ASKL,DA08,18.0
ASKL,DA09,18.0
ASKL,DB01,18.0
ASKL,DB02,16.0
ASKL,DB03,18.0
ASKL,DB04,18.0
ASKL,DB05,18.0
ASKL,DB06,18.0
ASKL,DB07,18.0
ASKL,DD01,18.0
ASKL,DD02,18.0
ASKL,DD03,18.0
ASKL,DD04,18.0
ASKL,DD05,18.0
ASKL,DD06,18.0
ASKL,DVA,18.0
ASKL,DVB,19.0
ASKL,DVC,18.0
ASKL,FLPL,19.0
ASKL,FLPR,19.0
ASKL,HSNL,19.0
ASKL,HSNR,19.0
ASKL,IL1DL,15.0
ASKL,IL1DR,15.0
ASKL,IL1L,15.0
ASKL,IL1R,15.0
ASKL,IL1VL,11.0
ASKL,IL1VR,17.0
ASKL,IL2DL,14.0
ASKL,IL2DR,14.0
ASKL,IL2L,14.0
ASKL,IL2R,14.0
ASKL,IL2VL,10.0
ASKL,IL2VR,16.0
ASKL,LUAL,19.0
ASKL,LUAR,19.0
ASKL,OLLL,9.0
ASKL,OLLR,19.0
ASKL,OLQDL,15.0
ASKL,OLQDR,15.0
ASKL,OLQVL,19.0
ASKL,OLQVR,19.0
ASKL,PDA,18.0
ASKL,PDB,20.0
ASKL,PDEL,22.0
ASKL,PDER,22.0
ASKL,PHAL,18.0
ASKL,PHAR,18.0
ASKL,PHBL,19.0
ASKL,PHBR,19.0
ASKL,PHCL,22.0
ASKL,PHCR,22.0
ASKL,PLML,20.0
ASKL,PLMR,20.0
ASKL,PLNL,22.0
ASKL,PLNR,22.0
ASKL,PQR,20.0
ASKL,PVCL,19.0
ASKL,PVCR,19.0
ASKL,PVDL,23.0
ASKL,PVDR,23.0
ASKL,PVM,21.0
ASKL,PVNL,21.0
ASKL,PVNR,21.0
ASKL,PVPL,18.0
ASKL,PVPR,18.0
ASKL,PVQL,18.0
ASKL,PVQR,18.0
ASKL,PVR,18.0
ASKL,PVT,18.0
ASKL,PVWL,20.0
ASKL,PVWR,20.0
ASKL,RIAL,14.0
ASKL,RIAR,14.0
ASKL,RIBL,18.0
ASKL,RIBR,18.0
ASKL,RICL,19.0
ASKL,RICR,19.0
ASKL,RID,14.0
ASKL,RIFL,19.0
ASKL,RIFR,19.0
ASKL,RIGL,18.0
ASKL,RIGR,18.0
ASKL,RIH,18.0
ASKL,RIML,18.0
ASKL,RIMR,18.0
ASKL,RIPL,12.0
ASKL,RIPR,18.0
ASKL,RIR,18.0
ASKL,RIS,18.0
ASKL,RIVL,18.0
ASKL,RIVR,18.0
ASKL,RMDDL,12.0
ASKL,RMDDR,16.0
ASKL,RMDL,4.0
ASKL,RMDR,18.0
ASKL,RMDVL,10.0
ASKL,RMDVR,16.0
ASKL,RMED,14.0
ASKL,RMEL,14.0
ASKL,RMER,14.0
ASKL,RMEV,18.0
ASKL,RMFL,19.0
ASKL,RMFR,19.0
ASKL,RMGL,18.0
ASKL,RMGR,18.0
ASKL,RMHL,19.0
ASKL,RMHR,19.0
ASKL,SAADL,10.0
ASKL,SAADR,16.0
ASKL,SAAVL,18.0
ASKL,SAAVR,18.0
ASKL,SABD,18.0
ASKL,SABVL,19.0
ASKL,SABVR,19.0
ASKL,SDQL,21.0
ASKL,SDQR,21.0
ASKL,SIADL,18.0
ASKL,SIADR,18.0
ASKL,SIAVL,18.0
ASKL,SIAVR,18.0
ASKL,SIBDL,18.0
ASKL,SIBDR,18.0
ASKL,SIBVL,18.0
ASKL,SIBVR,18.0
ASKL,SMBDL,13.0
ASKL,SMBDR,17.0
ASKL,SMBVL,12.0
ASKL,SMBVR,16.0
ASKL,SMDDL,18.0
ASKL,SMDDR,18.0
ASKL,SMDVL,10.0
ASKL,SMDVR,16.0
ASKL,URADL,18.0
ASKL,URADR,16.0
ASKL,URAVL,18.0
ASKL,URAVR,18.0
ASKL,URBL,18.0
ASKL,URBR,18.0
ASKL,URXL,19.0
ASKL,URXR,17.0
ASKL,URYDL,14.0
ASKL,URYDR,14.0
ASKL,URYVL,18.0
ASKL,URYVR,18.0
ASKL,VA01,19.0
ASKL,VA02,21.0
ASKL,VA03,21.0
ASKL,VA04,21.0
ASKL,VA05,21.0
ASKL,VA06,21.0
ASKL,VA07,21.0
ASKL,VA08,21.0
ASKL,VA09,21.0
ASKL,VA10,21.0
ASKL,VA11,21.0
ASKL,VA12,21.0
ASKL,VB01,21.0
ASKL,VB02,20.0
ASKL,VB03,21.0
ASKL,VB04,21.0
ASKL,VB05,21.0
ASKL,VB06,21.0
ASKL,VB07,21.0
ASKL,VB08,21.0
ASKL,VB09,21.0
ASKL,VB10,21.0
ASKL,VB11,21.0
ASKL,VC01,20.0
ASKL,VC02,20.0
ASKL,VC03,20.0
ASKL,VC04,20.0
ASKL,VC05,20.0
ASKL,VD01,19.0
ASKL,VD02,20.0
ASKL,VD03,20.0
ASKL,VD04,20.0
ASKL,VD05,20.0
ASKL,VD06,20.0
ASKL,VD07,20.0
ASKL,VD08,20.0
ASKL,VD09,20.0
ASKL,VD10,20.0
ASKL,VD11,20.0
ASKL,VD12,20.0
ASKL,VD13,20.0
ASKR,AUAL,19.0
ASKR,AUAR,9.0
ASKR,AVAL,18.0
ASKR,AVAR,18.0
ASKR,AVBL,16.0
ASKR,AVBR,14.0
ASKR,AVDL,18.0
ASKR,AVDR,18.0
ASKR,AVEL,18.0
ASKR,AVER,6.0
ASKR,AVFL,14.0
ASKR,AVFR,15.0
ASKR,AVG,14.0
ASKR,AVHL,18.0
ASKR,AVHR,18.0
ASKR,AVJL,18.0
ASKR,AVJR,18.0
ASKR,AVKL,16.0
ASKR,AVKR,14.0
ASKR,AVL,14.0
ASKR,AVM,15.0
ASKR,AWAL,16.0
ASKR,AWAR,10.0
ASKR,AWBL,18.0
ASKR,AWBR,8.0
ASKR,AWCL,16.0
ASKR,AWCR,14.0
ASKR,BAGL,18.0
ASKR,BAGR,18.0
ASKR,BDUL,18.0
ASKR,BDUR,18.0
ASKR,CEPDL,17.0
ASKR,CEPDR,19.0
ASKR,CEPVL,17.0
ASKR,CEPVR,15.0
ASKR,DA01,14.0
ASKR,DA02,16.0
ASKR,DA03,14.0
ASKR,DA04,16.0
ASKR,DA05,14.0
ASKR,DA06,16.0
ASKR,DA07,14.0
ASKR,DA08,14.0
ASKR,DA09,16.0
ASKR,DB01,16.0
ASKR,DB02,18.0
ASKR,DB03,14.0
ASKR,DB04,14.0
ASKR,DB05,16.0
ASKR,DB06,16.0
ASKR,DB07,14.0
ASKR,DD01,16.0
ASKR,DD02,14.0
ASKR,DD03,16.0
ASKR,DD04,14.0
ASKR,DD05,16.0
ASKR,DD06,14.0
ASKR,DVA,14.0
ASKR,DVB,17.0
ASKR,DVC,18.0
ASKR,FLPL,17.0
ASKR,FLPR,13.0
ASKR,HSNL,17.0
ASKR,HSNR,13.0
ASKR,IL1DL,19.0
ASKR,IL1DR,19.0
ASKR,IL1L,19.0
ASKR,IL1R,19.0
ASKR,IL1VL,19.0
ASKR,IL1VR,19.0
ASKR,IL2DL,18.0
ASKR,IL2DR,18.0
ASKR,IL2L,18.0
ASKR,IL2R,18.0
ASKR,IL2VL,18.0
ASKR,IL2VR,18.0
ASKR,LUAL,17.0
ASKR,LUAR,15.0
ASKR,OLLL,19.0
ASKR,OLLR,9.0
ASKR,OLQDL,19.0
ASKR,OLQDR,19.0
ASKR,OLQVL,17.0
ASKR,OLQVR,15.0
ASKR,PDA,14.0
ASKR,PDB,14.0
ASKR,PDEL,20.0
ASKR,PDER,16.0
ASKR,PHAL,16.0
ASKR,PHAR,14.0
ASKR,PHBL,17.0
ASKR,PHBR,13.0
ASKR,PHCL,20.0
ASKR,PHCR,16.0
ASKR,PLML,18.0
ASKR,PLMR,14.0
ASKR,PLNL,20.0
ASKR,PLNR,16.0
ASKR,PQR,18.0
ASKR,PVCL,17.0
ASKR,PVCR,15.0
ASKR,PVDL,21.0
ASKR,PVDR,17.0
ASKR,PVM,19.0
ASKR,PVNL,19.0
ASKR,PVNR,15.0
ASKR,PVPL,16.0
ASKR,PVPR,14.0
ASKR,PVQL,16.0
ASKR,PVQR,12.0
ASKR,PVR,18.0
ASKR,PVT,16.0
ASKR,PVWL,18.0
ASKR,PVWR,14.0
ASKR,RIAL,18.0
ASKR,RIAR,18.0
ASKR,RIBL,16.0
ASKR,RIBR,14.0
ASKR,RICL,17.0
ASKR,RICR,15.0
ASKR,RID,18.0
ASKR,RIFL,17.0
ASKR,RIFR,15.0
ASKR,RIGL,16.0
ASKR,RIGR,14.0
ASKR,RIH,14.0
ASKR,RIML,16.0
ASKR,RIMR,14.0
ASKR,RIPL,18.0
ASKR,RIPR,12.0
