NeuronA,NeuronB,Relatedness
RMDDR,URYVL,17.0
RMDDR,URYVR,17.0
RMDDR,VA01,18.0
RMDDR,VA02,20.0
RMDDR,VA03,20.0
RMDDR,VA04,20.0
RMDDR,VA05,20.0
RMDDR,VA06,20.0
RMDDR,VA07,20.0
RMDDR,VA08,20.0
RMDDR,VA09,20.0
RMDDR,VA10,20.0
RMDDR,VA11,20.0
RMDDR,VA12,20.0
RMDDR,VB01,20.0
RMDDR,VB02,19.0
RMDDR,VB03,20.0
RMDDR,VB04,20.0
RMDDR,VB05,20.0
RMDDR,VB06,20.0
RMDDR,VB07,20.0
RMDDR,VB08,20.0
RMDDR,VB09,20.0
RMDDR,VB10,20.0
RMDDR,VB11,20.0
RMDDR,VC01,19.0
RMDDR,VC02,19.0
RMDDR,VC03,19.0
RMDDR,VC04,19.0
RMDDR,VC05,19.0
RMDDR,VD01,18.0
RMDDR,VD02,19.0
RMDDR,VD03,19.0
RMDDR,VD04,19.0
RMDDR,VD05,19.0
RMDDR,VD06,19.0
RMDDR,VD07,19.0
RMDDR,VD08,19.0
RMDDR,VD09,19.0
RMDDR,VD10,19.0
RMDDR,VD11,19.0
RMDDR,VD12,19.0
RMDDR,VD13,19.0
RMDL,RMDR,17.0
RMDL,RMDVL,9.0
RMDL,RMDVR,15.0
RMDL,RMED,13.0
RMDL,RMEL,13.0
RMDL,RMER,13.0
RMDL,RMEV,17.0
RMDL,RMFL,18.0
RMDL,RMFR,18.0
RMDL,RMGL,17.0
RMDL,RMGR,17.0
RMDL,RMHL,18.0
RMDL,RMHR,18.0
RMDL,SAADL,9.0
RMDL,SAADR,15.0
RMDL,SAAVL,17.0
RMDL,SAAVR,17.0
RMDL,SABD,17.0
RMDL,SABVL,18.0
RMDL,SABVR,18.0
RMDL,SDQL,20.0
RMDL,SDQR,20.0
RMDL,SIADL,17.0
RMDL,SIADR,17.0
RMDL,SIAVL,17.0
RMDL,SIAVR,17.0
RMDL,SIBDL,17.0
RMDL,SIBDR,17.0
RMDL,SIBVL,17.0
RMDL,SIBVR,17.0
RMDL,SMBDL,12.0
RMDL,SMBDR,16.0
RMDL,SMBVL,11.0
RMDL,SMBVR,15.0
RMDL,SMDDL,17.0
RMDL,SMDDR,17.0
RMDL,SMDVL,9.0
RMDL,SMDVR,15.0
RMDL,URADL,17.0
RMDL,URADR,15.0
RMDL,URAVL,17.0
RMDL,URAVR,17.0
RMDL,URBL,17.0
RMDL,URBR,17.0
RMDL,URXL,18.0
RMDL,URXR,16.0
RMDL,URYDL,13.0
RMDL,URYDR,13.0
RMDL,URYVL,17.0
RMDL,URYVR,17.0
RMDL,VA01,18.0
RMDL,VA02,20.0
RMDL,VA03,20.0
RMDL,VA04,20.0
RMDL,VA05,20.0
RMDL,VA06,20.0
RMDL,VA07,20.0
RMDL,VA08,20.0
RMDL,VA09,20.0
RMDL,VA10,20.0
RMDL,VA11,20.0
RMDL,VA12,20.0
RMDL,VB01,20.0
RMDL,VB02,19.0
RMDL,VB03,20.0
RMDL,VB04,20.0
RMDL,VB05,20.0
RMDL,VB06,20.0
RMDL,VB07,20.0
RMDL,VB08,20.0
RMDL,VB09,20.0
RMDL,VB10,20.0
RMDL,VB11,20.0
RMDL,VC01,19.0
RMDL,VC02,19.0
RMDL,VC03,19.0
RMDL,VC04,19.0
RMDL,VC05,19.0
RMDL,VD01,18.0
RMDL,VD02,19.0
RMDL,VD03,19.0
RMDL,VD04,19.0
RMDL,VD05,19.0
RMDL,VD06,19.0
RMDL,VD07,19.0
RMDL,VD08,19.0
RMDL,VD09,19.0
RMDL,VD10,19.0
RMDL,VD11,19.0
RMDL,VD12,19.0
RMDL,VD13,19.0
RMDR,RMDVL,17.0
RMDR,RMDVR,17.0
RMDR,RMED,17.0
RMDR,RMEL,17.0
RMDR,RMER,17.0
RMDR,RMEV,15.0
RMDR,RMFL,16.0
RMDR,RMFR,16.0
RMDR,RMGL,15.0
RMDR,RMGR,11.0
RMDR,RMHL,14.0
RMDR,RMHR,14.0
RMDR,SAADL,17.0
RMDR,SAADR,17.0
RMDR,SAAVL,15.0
RMDR,SAAVR,13.0
RMDR,SABD,15.0
RMDR,SABVL,16.0
RMDR,SABVR,14.0
RMDR,SDQL,18.0
RMDR,SDQR,14.0
RMDR,SIADL,15.0
RMDR,SIADR,13.0
RMDR,SIAVL,15.0
RMDR,SIAVR,13.0
RMDR,SIBDL,15.0
RMDR,SIBDR,13.0
RMDR,SIBVL,15.0
RMDR,SIBVR,13.0
RMDR,SMBDL,18.0
RMDR,SMBDR,18.0
RMDR,SMBVL,17.0
RMDR,SMBVR,17.0
RMDR,SMDDL,15.0
RMDR,SMDDR,13.0
RMDR,SMDVL,17.0
RMDR,SMDVR,17.0
RMDR,URADL,15.0
RMDR,URADR,17.0
RMDR,URAVL,15.0
RMDR,URAVR,13.0
RMDR,URBL,15.0
RMDR,URBR,9.0
RMDR,URXL,16.0
RMDR,URXR,18.0
RMDR,URYDL,17.0
RMDR,URYDR,17.0
RMDR,URYVL,15.0
RMDR,URYVR,13.0
RMDR,VA01,12.0
RMDR,VA02,18.0
RMDR,VA03,14.0
RMDR,VA04,18.0
RMDR,VA05,14.0
RMDR,VA06,18.0
RMDR,VA07,14.0
RMDR,VA08,18.0
RMDR,VA09,14.0
RMDR,VA10,18.0
RMDR,VA11,18.0
RMDR,VA12,14.0
RMDR,VB01,14.0
RMDR,VB02,13.0
RMDR,VB03,18.0
RMDR,VB04,14.0
RMDR,VB05,18.0
RMDR,VB06,14.0
RMDR,VB07,18.0
RMDR,VB08,14.0
RMDR,VB09,18.0
RMDR,VB10,14.0
RMDR,VB11,18.0
RMDR,VC01,13.0
RMDR,VC02,17.0
RMDR,VC03,13.0
RMDR,VC04,17.0
RMDR,VC05,13.0
RMDR,VD01,12.0
RMDR,VD02,13.0
RMDR,VD03,17.0
RMDR,VD04,13.0
RMDR,VD05,17.0
RMDR,VD06,13.0
RMDR,VD07,17.0
RMDR,VD08,13.0
RMDR,VD09,17.0
RMDR,VD10,13.0
RMDR,VD11,17.0
RMDR,VD12,17.0
RMDR,VD13,13.0
RMDVL,RMDVR,15.0
RMDVL,RMED,13.0
RMDVL,RMEL,13.0
RMDVL,RMER,13.0
RMDVL,RMEV,17.0
RMDVL,RMFL,18.0
RMDVL,RMFR,18.0
RMDVL,RMGL,17.0
RMDVL,RMGR,17.0
RMDVL,RMHL,18.0
RMDVL,RMHR,18.0
RMDVL,SAADL,3.0
RMDVL,SAADR,15.0
RMDVL,SAAVL,17.0
RMDVL,SAAVR,17.0
RMDVL,SABD,17.0
RMDVL,SABVL,18.0
RMDVL,SABVR,18.0
RMDVL,SDQL,20.0
RMDVL,SDQR,20.0
RMDVL,SIADL,17.0
RMDVL,SIADR,17.0
RMDVL,SIAVL,17.0
RMDVL,SIAVR,17.0
RMDVL,SIBDL,17.0
RMDVL,SIBDR,17.0
RMDVL,SIBVL,17.0
RMDVL,SIBVR,17.0
RMDVL,SMBDL,12.0
RMDVL,SMBDR,16.0
RMDVL,SMBVL,11.0
RMDVL,SMBVR,15.0
RMDVL,SMDDL,17.0
RMDVL,SMDDR,17.0
RMDVL,SMDVL,5.0
RMDVL,SMDVR,15.0
RMDVL,URADL,17.0
RMDVL,URADR,15.0
RMDVL,URAVL,17.0
RMDVL,URAVR,17.0
RMDVL,URBL,17.0
RMDVL,URBR,17.0
RMDVL,URXL,18.0
RMDVL,URXR,16.0
RMDVL,URYDL,13.0
RMDVL,URYDR,13.0
RMDVL,URYVL,17.0
RMDVL,URYVR,17.0
RMDVL,VA01,18.0
RMDVL,VA02,20.0
RMDVL,VA03,20.0
RMDVL,VA04,20.0
RMDVL,VA05,20.0
RMDVL,VA06,20.0
RMDVL,VA07,20.0
RMDVL,VA08,20.0
RMDVL,VA09,20.0
RMDVL,VA10,20.0
RMDVL,VA11,20.0
RMDVL,VA12,20.0
RMDVL,VB01,20.0
RMDVL,VB02,19.0
RMDVL,VB03,20.0
RMDVL,VB04,20.0
RMDVL,VB05,20.0
RMDVL,VB06,20.0
RMDVL,VB07,20.0
RMDVL,VB08,20.0
RMDVL,VB09,20.0
RMDVL,VB10,20.0
RMDVL,VB11,20.0
RMDVL,VC01,19.0
RMDVL,VC02,19.0
RMDVL,VC03,19.0
RMDVL,VC04,19.0
RMDVL,VC05,19.0
RMDVL,VD01,18.0
RMDVL,VD02,19.0
RMDVL,VD03,19.0
RMDVL,VD04,19.0
RMDVL,VD05,19.0
RMDVL,VD06,19.0
RMDVL,VD07,19.0
RMDVL,VD08,19.0
RMDVL,VD09,19.0
RMDVL,VD10,19.0
RMDVL,VD11,19.0
RMDVL,VD12,19.0
RMDVL,VD13,19.0
RMDVR,RMED,15.0
RMDVR,RMEL,15.0
RMDVR,RMER,15.0
RMDVR,RMEV,17.0
RMDVR,RMFL,18.0
RMDVR,RMFR,18.0
RMDVR,RMGL,17.0
RMDVR,RMGR,17.0
RMDVR,RMHL,18.0
RMDVR,RMHR,18.0
RMDVR,SAADL,15.0
RMDVR,SAADR,3.0
RMDVR,SAAVL,17.0
RMDVR,SAAVR,17.0
RMDVR,SABD,17.0
RMDVR,SABVL,18.0
RMDVR,SABVR,18.0
RMDVR,SDQL,20.0
RMDVR,SDQR,20.0
RMDVR,SIADL,17.0
RMDVR,SIADR,17.0
RMDVR,SIAVL,17.0
RMDVR,SIAVR,17.0
RMDVR,SIBDL,17.0
RMDVR,SIBDR,17.0
RMDVR,SIBVL,17.0
RMDVR,SIBVR,17.0
RMDVR,SMBDL,16.0
RMDVR,SMBDR,8.0
RMDVR,SMBVL,15.0
RMDVR,SMBVR,7.0
RMDVR,SMDDL,17.0
RMDVR,SMDDR,17.0
RMDVR,SMDVL,15.0
RMDVR,SMDVR,5.0
RMDVR,URADL,17.0
RMDVR,URADR,13.0
RMDVR,URAVL,17.0
RMDVR,URAVR,17.0
RMDVR,URBL,17.0
RMDVR,URBR,17.0
RMDVR,URXL,18.0
RMDVR,URXR,14.0
RMDVR,URYDL,15.0
RMDVR,URYDR,15.0
RMDVR,URYVL,17.0
RMDVR,URYVR,17.0
RMDVR,VA01,18.0
RMDVR,VA02,20.0
RMDVR,VA03,20.0
RMDVR,VA04,20.0
RMDVR,VA05,20.0
RMDVR,VA06,20.0
RMDVR,VA07,20.0
RMDVR,VA08,20.0
RMDVR,VA09,20.0
RMDVR,VA10,20.0
RMDVR,VA11,20.0
RMDVR,VA12,20.0
RMDVR,VB01,20.0
RMDVR,VB02,19.0
RMDVR,VB03,20.0
RMDVR,VB04,20.0
RMDVR,VB05,20.0
RMDVR,VB06,20.0
RMDVR,VB07,20.0
RMDVR,VB08,20.0
RMDVR,VB09,20.0
RMDVR,VB10,20.0
RMDVR,VB11,20.0
RMDVR,VC01,19.0
RMDVR,VC02,19.0
RMDVR,VC03,19.0
RMDVR,VC04,19.0
RMDVR,VC05,19.0
RMDVR,VD01,18.0
RMDVR,VD02,19.0
RMDVR,VD03,19.0
RMDVR,VD04,19.0
RMDVR,VD05,19.0
RMDVR,VD06,19.0
RMDVR,VD07,19.0
RMDVR,VD08,19.0
RMDVR,VD09,19.0
RMDVR,VD10,19.0
RMDVR,VD11,19.0
RMDVR,VD12,19.0
RMDVR,VD13,19.0
RMED,RMEL,11.0
RMED,RMER,11.0
RMED,RMEV,17.0
RMED,RMFL,18.0
RMED,RMFR,18.0
RMED,RMGL,17.0
RMED,RMGR,17.0
RMED,RMHL,18.0
RMED,RMHR,18.0
RMED,SAADL,13.0
RMED,SAADR,15.0
RMED,SAAVL,17.0
RMED,SAAVR,17.0
RMED,SABD,17.0
RMED,SABVL,18.0
RMED,SABVR,18.0
RMED,SDQL,20.0
RMED,SDQR,20.0
RMED,SIADL,17.0
RMED,SIADR,17.0
RMED,SIAVL,17.0
RMED,SIAVR,17.0
RMED,SIBDL,17.0
RMED,SIBDR,17.0
RMED,SIBVL,17.0
RMED,SIBVR,17.0
RMED,SMBDL,14.0
RMED,SMBDR,16.0
RMED,SMBVL,13.0
RMED,SMBVR,15.0
RMED,SMDDL,17.0
RMED,SMDDR,17.0
RMED,SMDVL,13.0
RMED,SMDVR,15.0
RMED,URADL,17.0
RMED,URADR,15.0
RMED,URAVL,17.0
RMED,URAVR,17.0
RMED,URBL,17.0
RMED,URBR,17.0
RMED,URXL,18.0
RMED,URXR,16.0
RMED,URYDL,9.0
RMED,URYDR,3.0
RMED,URYVL,17.0
RMED,URYVR,17.0
RMED,VA01,18.0
RMED,VA02,20.0
RMED,VA03,20.0
RMED,VA04,20.0
RMED,VA05,20.0
RMED,VA06,20.0
RMED,VA07,20.0
RMED,VA08,20.0
RMED,VA09,20.0
RMED,VA10,20.0
RMED,VA11,20.0
RMED,VA12,20.0
RMED,VB01,20.0
RMED,VB02,19.0
RMED,VB03,20.0
RMED,VB04,20.0
RMED,VB05,20.0
RMED,VB06,20.0
RMED,VB07,20.0
RMED,VB08,20.0
RMED,VB09,20.0
RMED,VB10,20.0
RMED,VB11,20.0
RMED,VC01,19.0
RMED,VC02,19.0
RMED,VC03,19.0
RMED,VC04,19.0
RMED,VC05,19.0
RMED,VD01,18.0
RMED,VD02,19.0
RMED,VD03,19.0
RMED,VD04,19.0
RMED,VD05,19.0
RMED,VD06,19.0
RMED,VD07,19.0
RMED,VD08,19.0
RMED,VD09,19.0
RMED,VD10,19.0
RMED,VD11,19.0
RMED,VD12,19.0
RMED,VD13,19.0
RMEL,RMER,3.0
RMEL,RMEV,17.0
RMEL,RMFL,18.0
RMEL,RMFR,18.0
RMEL,RMGL,17.0
RMEL,RMGR,17.0
RMEL,RMHL,18.0
RMEL,RMHR,18.0
RMEL,SAADL,13.0
RMEL,SAADR,15.0
RMEL,SAAVL,17.0
RMEL,SAAVR,17.0
RMEL,SABD,17.0
RMEL,SABVL,18.0
RMEL,SABVR,18.0
RMEL,SDQL,20.0
RMEL,SDQR,20.0
RMEL,SIADL,17.0
RMEL,SIADR,17.0
RMEL,SIAVL,17.0
RMEL,SIAVR,17.0
RMEL,SIBDL,17.0
RMEL,SIBDR,17.0
RMEL,SIBVL,17.0
RMEL,SIBVR,17.0
RMEL,SMBDL,14.0
RMEL,SMBDR,16.0
RMEL,SMBVL,13.0
RMEL,SMBVR,15.0
RMEL,SMDDL,17.0
RMEL,SMDDR,17.0
RMEL,SMDVL,13.0
RMEL,SMDVR,15.0
RMEL,URADL,17.0
RMEL,URADR,15.0
RMEL,URAVL,17.0
RMEL,URAVR,17.0
RMEL,URBL,17.0
RMEL,URBR,17.0
RMEL,URXL,18.0
RMEL,URXR,16.0
RMEL,URYDL,11.0
RMEL,URYDR,11.0
RMEL,URYVL,17.0
RMEL,URYVR,17.0
RMEL,VA01,18.0
RMEL,VA02,20.0
RMEL,VA03,20.0
RMEL,VA04,20.0
RMEL,VA05,20.0
RMEL,VA06,20.0
RMEL,VA07,20.0
RMEL,VA08,20.0
RMEL,VA09,20.0
RMEL,VA10,20.0
RMEL,VA11,20.0
RMEL,VA12,20.0
RMEL,VB01,20.0
RMEL,VB02,19.0
RMEL,VB03,20.0
RMEL,VB04,20.0
RMEL,VB05,20.0
RMEL,VB06,20.0
RMEL,VB07,20.0
RMEL,VB08,20.0
RMEL,VB09,20.0
RMEL,VB10,20.0
RMEL,VB11,20.0
RMEL,VC01,19.0
RMEL,VC02,19.0
RMEL,VC03,19.0
RMEL,VC04,19.0
RMEL,VC05,19.0
RMEL,VD01,18.0
RMEL,VD02,19.0
RMEL,VD03,19.0
RMEL,VD04,19.0
RMEL,VD05,19.0
RMEL,VD06,19.0
RMEL,VD07,19.0
RMEL,VD08,19.0
RMEL,VD09,19.0
RMEL,VD10,19.0
RMEL,VD11,19.0
RMEL,VD12,19.0
RMEL,VD13,19.0
RMER,RMEV,17.0
RMER,RMFL,18.0
RMER,RMFR,18.0
RMER,RMGL,17.0
RMER,RMGR,17.0
RMER,RMHL,18.0
RMER,RMHR,18.0
RMER,SAADL,13.0
RMER,SAADR,15.0
RMER,SAAVL,17.0
RMER,SAAVR,17.0
RMER,SABD,17.0
RMER,SABVL,18.0
RMER,SABVR,18.0
RMER,SDQL,20.0
RMER,SDQR,20.0
RMER,SIADL,17.0
RMER,SIADR,17.0
RMER,SIAVL,17.0
RMER,SIAVR,17.0
RMER,SIBDL,17.0
RMER,SIBDR,17.0
RMER,SIBVL,17.0
RMER,SIBVR,17.0
RMER,SMBDL,14.0
RMER,SMBDR,16.0
RMER,SMBVL,13.0
RMER,SMBVR,15.0
RMER,SMDDL,17.0
RMER,SMDDR,17.0
RMER,SMDVL,13.0
RMER,SMDVR,15.0
RMER,URADL,17.0
RMER,URADR,15.0
RMER,URAVL,17.0
RMER,URAVR,17.0
RMER,URBL,17.0
RMER,URBR,17.0
RMER,URXL,18.0
RMER,URXR,16.0
RMER,URYDL,11.0
RMER,URYDR,11.0
RMER,URYVL,17.0
RMER,URYVR,17.0
RMER,VA01,18.0
RMER,VA02,20.0
RMER,VA03,20.0
RMER,VA04,20.0
RMER,VA05,20.0
RMER,VA06,20.0
RMER,VA07,20.0
RMER,VA08,20.0
RMER,VA09,20.0
RMER,VA10,20.0
RMER,VA11,20.0
RMER,VA12,20.0
RMER,VB01,20.0
RMER,VB02,19.0
RMER,VB03,20.0
RMER,VB04,20.0
RMER,VB05,20.0
RMER,VB06,20.0
RMER,VB07,20.0
RMER,VB08,20.0
RMER,VB09,20.0
RMER,VB10,20.0
RMER,VB11,20.0
RMER,VC01,19.0
RMER,VC02,19.0
RMER,VC03,19.0
RMER,VC04,19.0
RMER,VC05,19.0
RMER,VD01,18.0
RMER,VD02,19.0
RMER,VD03,19.0
RMER,VD04,19.0
RMER,VD05,19.0
RMER,VD06,19.0
RMER,VD07,19.0
RMER,VD08,19.0
RMER,VD09,19.0
RMER,VD10,19.0
RMER,VD11,19.0
RMER,VD12,19.0
RMER,VD13,19.0
RMEV,RMFL,14.0
RMEV,RMFR,14.0
RMEV,RMGL,13.0
RMEV,RMGR,15.0
RMEV,RMHL,16.0
RMEV,RMHR,16.0
RMEV,SAADL,17.0
RMEV,SAADR,17.0
RMEV,SAAVL,9.0
RMEV,SAAVR,15.0
RMEV,SABD,11.0
RMEV,SABVL,12.0
RMEV,SABVR,16.0
RMEV,SDQL,16.0
RMEV,SDQR,18.0
RMEV,SIADL,7.0
RMEV,SIADR,15.0
RMEV,SIAVL,7.0
RMEV,SIAVR,15.0
RMEV,SIBDL,11.0
RMEV,SIBDR,15.0
RMEV,SIBVL,7.0
RMEV,SIBVR,15.0
RMEV,SMBDL,18.0
RMEV,SMBDR,18.0
RMEV,SMBVL,17.0
RMEV,SMBVR,17.0
RMEV,SMDDL,7.0
RMEV,SMDDR,15.0
RMEV,SMDVL,17.0
RMEV,SMDVR,17.0
RMEV,URADL,13.0
RMEV,URADR,17.0
RMEV,URAVL,9.0
RMEV,URAVR,15.0
RMEV,URBL,13.0
RMEV,URBR,15.0
RMEV,URXL,14.0
RMEV,URXR,18.0
RMEV,URYDL,17.0
RMEV,URYDR,17.0
RMEV,URYVL,9.0
RMEV,URYVR,15.0
RMEV,VA01,16.0
RMEV,VA02,16.0
RMEV,VA03,18.0
RMEV,VA04,16.0
RMEV,VA05,18.0
RMEV,VA06,16.0
RMEV,VA07,18.0
RMEV,VA08,16.0
RMEV,VA09,18.0
RMEV,VA10,16.0
RMEV,VA11,16.0
RMEV,VA12,18.0
RMEV,VB01,18.0
RMEV,VB02,17.0
RMEV,VB03,16.0
RMEV,VB04,18.0
RMEV,VB05,16.0
RMEV,VB06,18.0
RMEV,VB07,16.0
RMEV,VB08,18.0
RMEV,VB09,16.0
RMEV,VB10,18.0
RMEV,VB11,16.0
RMEV,VC01,17.0
RMEV,VC02,15.0
RMEV,VC03,17.0
RMEV,VC04,15.0
RMEV,VC05,17.0
RMEV,VD01,16.0
RMEV,VD02,17.0
RMEV,VD03,15.0
RMEV,VD04,17.0
RMEV,VD05,15.0
RMEV,VD06,17.0
RMEV,VD07,15.0
RMEV,VD08,17.0
RMEV,VD09,15.0
RMEV,VD10,17.0
RMEV,VD11,15.0
RMEV,VD12,15.0
RMEV,VD13,17.0
RMFL,RMFR,1.0
RMFL,RMGL,6.0
RMFL,RMGR,16.0
RMFL,RMHL,17.0
RMFL,RMHR,17.0
RMFL,SAADL,18.0
RMFL,SAADR,18.0
RMFL,SAAVL,14.0
RMFL,SAAVR,16.0
RMFL,SABD,14.0
RMFL,SABVL,15.0
RMFL,SABVR,17.0
RMFL,SDQL,11.0
RMFL,SDQR,19.0
RMFL,SIADL,14.0
RMFL,SIADR,16.0
RMFL,SIAVL,14.0
RMFL,SIAVR,16.0
RMFL,SIBDL,14.0
RMFL,SIBDR,16.0
RMFL,SIBVL,14.0
RMFL,SIBVR,16.0
RMFL,SMBDL,19.0
RMFL,SMBDR,19.0
RMFL,SMBVL,18.0
RMFL,SMBVR,18.0
RMFL,SMDDL,14.0
RMFL,SMDDR,16.0
RMFL,SMDVL,18.0
RMFL,SMDVR,18.0
RMFL,URADL,12.0
RMFL,URADR,18.0
RMFL,URAVL,14.0
RMFL,URAVR,16.0
RMFL,URBL,12.0
RMFL,URBR,16.0
RMFL,URXL,13.0
RMFL,URXR,19.0
RMFL,URYDL,18.0
RMFL,URYDR,18.0
RMFL,URYVL,14.0
RMFL,URYVR,16.0
RMFL,VA01,17.0
RMFL,VA02,7.0
RMFL,VA03,19.0
RMFL,VA04,13.0
RMFL,VA05,19.0
RMFL,VA06,13.0
RMFL,VA07,19.0
RMFL,VA08,13.0
RMFL,VA09,19.0
RMFL,VA10,11.0
RMFL,VA11,11.0
RMFL,VA12,19.0
RMFL,VB01,19.0
RMFL,VB02,18.0
RMFL,VB03,7.0
RMFL,VB04,19.0
RMFL,VB05,13.0
RMFL,VB06,19.0
RMFL,VB07,13.0
RMFL,VB08,19.0
RMFL,VB09,13.0
RMFL,VB10,19.0
RMFL,VB11,11.0
RMFL,VC01,18.0
RMFL,VC02,12.0
RMFL,VC03,18.0
RMFL,VC04,12.0
RMFL,VC05,18.0
RMFL,VD01,17.0
RMFL,VD02,18.0
RMFL,VD03,6.0
RMFL,VD04,18.0
RMFL,VD05,12.0
RMFL,VD06,18.0
RMFL,VD07,12.0
RMFL,VD08,18.0
RMFL,VD09,12.0
RMFL,VD10,18.0
RMFL,VD11,10.0
RMFL,VD12,10.0
RMFL,VD13,18.0
RMFR,RMGL,6.0
RMFR,RMGR,16.0
RMFR,RMHL,17.0
RMFR,RMHR,17.0
RMFR,SAADL,18.0
RMFR,SAADR,18.0
RMFR,SAAVL,14.0
RMFR,SAAVR,16.0
RMFR,SABD,14.0
RMFR,SABVL,15.0
RMFR,SABVR,17.0
RMFR,SDQL,11.0
RMFR,SDQR,19.0
RMFR,SIADL,14.0
RMFR,SIADR,16.0
RMFR,SIAVL,14.0
RMFR,SIAVR,16.0
RMFR,SIBDL,14.0
RMFR,SIBDR,16.0
RMFR,SIBVL,14.0
RMFR,SIBVR,16.0
RMFR,SMBDL,19.0
RMFR,SMBDR,19.0
RMFR,SMBVL,18.0
RMFR,SMBVR,18.0
RMFR,SMDDL,14.0
RMFR,SMDDR,16.0
RMFR,SMDVL,18.0
RMFR,SMDVR,18.0
RMFR,URADL,12.0
RMFR,URADR,18.0
RMFR,URAVL,14.0
RMFR,URAVR,16.0
RMFR,URBL,12.0
RMFR,URBR,16.0
RMFR,URXL,13.0
RMFR,URXR,19.0
RMFR,URYDL,18.0
RMFR,URYDR,18.0
RMFR,URYVL,14.0
RMFR,URYVR,16.0
RMFR,VA01,17.0
RMFR,VA02,7.0
RMFR,VA03,19.0
RMFR,VA04,13.0
RMFR,VA05,19.0
RMFR,VA06,13.0
RMFR,VA07,19.0
RMFR,VA08,13.0
RMFR,VA09,19.0
RMFR,VA10,11.0
RMFR,VA11,11.0
RMFR,VA12,19.0
RMFR,VB01,19.0
RMFR,VB02,18.0
RMFR,VB03,7.0
RMFR,VB04,19.0
RMFR,VB05,13.0
RMFR,VB06,19.0
RMFR,VB07,13.0
RMFR,VB08,19.0
RMFR,VB09,13.0
RMFR,VB10,19.0
RMFR,VB11,11.0
RMFR,VC01,18.0
RMFR,VC02,12.0
RMFR,VC03,18.0
RMFR,VC04,12.0
RMFR,VC05,18.0
RMFR,VD01,17.0
RMFR,VD02,18.0
RMFR,VD03,6.0
RMFR,VD04,18.0
RMFR,VD05,12.0
RMFR,VD06,18.0
RMFR,VD07,12.0
RMFR,VD08,18.0
RMFR,VD09,12.0
RMFR,VD10,18.0
RMFR,VD11,10.0
RMFR,VD12,10.0
RMFR,VD13,18.0
RMGL,RMGR,15.0
RMGL,RMHL,16.0
RMGL,RMHR,16.0
RMGL,SAADL,17.0
RMGL,SAADR,17.0
RMGL,SAAVL,13.0
RMGL,SAAVR,15.0
RMGL,SABD,13.0
RMGL,SABVL,14.0
RMGL,SABVR,16.0
RMGL,SDQL,10.0
RMGL,SDQR,18.0
RMGL,SIADL,13.0
RMGL,SIADR,15.0
RMGL,SIAVL,13.0
RMGL,SIAVR,15.0
RMGL,SIBDL,13.0
RMGL,SIBDR,15.0
RMGL,SIBVL,13.0
RMGL,SIBVR,15.0
RMGL,SMBDL,18.0
RMGL,SMBDR,18.0
RMGL,SMBVL,17.0
RMGL,SMBVR,17.0
RMGL,SMDDL,13.0
RMGL,SMDDR,15.0
RMGL,SMDVL,17.0
RMGL,SMDVR,17.0
RMGL,URADL,11.0
RMGL,URADR,17.0
RMGL,URAVL,13.0
RMGL,URAVR,15.0
RMGL,URBL,11.0
RMGL,URBR,15.0
RMGL,URXL,12.0
RMGL,URXR,18.0
RMGL,URYDL,17.0
RMGL,URYDR,17.0
RMGL,URYVL,13.0
RMGL,URYVR,15.0
RMGL,VA01,16.0
RMGL,VA02,8.0
RMGL,VA03,18.0
RMGL,VA04,12.0
RMGL,VA05,18.0
RMGL,VA06,12.0
RMGL,VA07,18.0
RMGL,VA08,12.0
RMGL,VA09,18.0
RMGL,VA10,10.0
RMGL,VA11,10.0
RMGL,VA12,18.0
RMGL,VB01,18.0
RMGL,VB02,17.0
RMGL,VB03,8.0
RMGL,VB04,18.0
RMGL,VB05,12.0
RMGL,VB06,18.0
RMGL,VB07,12.0
RMGL,VB08,18.0
RMGL,VB09,12.0
RMGL,VB10,18.0
RMGL,VB11,10.0
RMGL,VC01,17.0
RMGL,VC02,11.0
RMGL,VC03,17.0
RMGL,VC04,11.0
RMGL,VC05,17.0
RMGL,VD01,16.0
RMGL,VD02,17.0
RMGL,VD03,7.0
RMGL,VD04,17.0
RMGL,VD05,11.0
RMGL,VD06,17.0
RMGL,VD07,11.0
RMGL,VD08,17.0
RMGL,VD09,11.0
RMGL,VD10,17.0
RMGL,VD11,9.0
RMGL,VD12,9.0
RMGL,VD13,17.0
RMGR,RMHL,14.0
RMGR,RMHR,14.0
RMGR,SAADL,17.0
RMGR,SAADR,17.0
RMGR,SAAVL,15.0
RMGR,SAAVR,13.0
RMGR,SABD,15.0
RMGR,SABVL,16.0
RMGR,SABVR,14.0
RMGR,SDQL,18.0
RMGR,SDQR,10.0
RMGR,SIADL,15.0
RMGR,SIADR,13.0
RMGR,SIAVL,15.0
RMGR,SIAVR,13.0
RMGR,SIBDL,15.0
RMGR,SIBDR,13.0
RMGR,SIBVL,15.0
RMGR,SIBVR,13.0
RMGR,SMBDL,18.0
RMGR,SMBDR,18.0
RMGR,SMBVL,17.0
RMGR,SMBVR,17.0
RMGR,SMDDL,15.0
RMGR,SMDDR,13.0
RMGR,SMDVL,17.0
RMGR,SMDVR,17.0
RMGR,URADL,15.0
RMGR,URADR,17.0
RMGR,URAVL,15.0
RMGR,URAVR,13.0
RMGR,URBL,15.0
RMGR,URBR,11.0
RMGR,URXL,16.0
